,brand,model,operation_mode,feed_opening_shape,body_material,liner_material,applicable_number,power,cooking_function,function,capacity,speed_adjustment,type,cup_material,speed,status
1189,yalixi/亚力西,XLJ-022,,,,,5人以上,2200-2400W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级材料,45000-49999转/分钟,0
1190,braun/博朗,MQ525,,,,,1-3人,400-600W,,"打蛋,搅拌,辅食,切菜,制奶昔",0.6L容量,无级变速,,塑料,10000-14999转/分钟,0
1191,royalstar/荣事达,RZ-1018C,,,,,4-5人,400-600W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,榨汁",,无级变速,,塑料,20000-24999转/分钟,0
1192,sanf/三富,HB-2043,,,,,4-5人,400-600W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",,无级变速,,塑料,20000-24999转/分钟,0
1193,sanf/三富,HB-2035,,,,,3-5人,400-600W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1L容量,无级变速,,食品级材料,20000-24999转/分钟,0
1194,panasonic/松下,MX-SS1,,,,,3-4人,400-600W,,"打蛋,搅拌,制奶昔,榨汁,绞肉",,无级变速,,食品级AS材料,15000-19999转/分钟,0
1195,braun/博朗,MQ545,,,,,1-3人,400-600W,,"搅拌,制奶昔,碎肉,切菜,打蛋,碎冰",1.25L容量,无级变速,,食品级AS材料,10000-14999转/分钟,0
1196,couss/卡士,CH-6001,,,,,4-5人,400-600W,,"打蛋,碎肉,切菜,干磨,制奶昔",0.5L,无级变速,,食品级ABS材料,15000-19999转/分钟,0
1197,skg,1260,,,,,4-5人,400-600W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",0.8L容量,无级变速,,食品级ABS材料,10000-14999转/分钟,0
1198,nathome/北欧欧慕,NJB0402,,,,,1-3人,400-600W,,"搅拌,制奶昔,和面,碎肉,切菜,打蛋,榨汁,干磨",0.5L,无级变速,,食品级PP材料,15000-19999转/分钟,0
1199,vitamix/维他美仕,6300,,,,,4-5人,1000-1200W,,"碎冰,碎肉,榨汁,干磨,搅拌",,无级变速,,Tritan材料,20000-24999转/分钟,0
1200,海盘,HP-6300,,,,,4-5人,1000-1200W,,"搅拌,和面,碎肉,混合,打蛋,绞肉,碎冰,榨汁,干磨",,无级变速,,婴儿食品级材料,35000-39999转/分钟,0
1201,isbell/伊斯贝尔,CB-608D,,,,,4-5人,1000-1200W,,"搅拌,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",0.8L容量,无级变速,,玻璃,20000-24999转/分钟,0
1202,royalstar/荣事达,RZ-988C,,,,,3-4人,1000-1200W,,榨汁,2L容量,无级变速,,塑料,25000-29999转/分钟,0
1203,isbell/伊斯贝尔,BL-C03,,,,,4-5人,1000-1200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",,无级变速,,塑料,25000-29999转/分钟,0
1204,l-sun /小太阳,TM-767IV,,,,,4-5人,1000-1200W,,"搅拌,冰沙,榨汁,豆浆",,无级变速,,食品级PC材料,30000-34999转/分钟,0
1205,天阵,BL-767,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级PC材料,25000-29999转/分钟,0
1206,蒙达,M-12,,圆形,塑料,,5人以上,1000-1200W,,"碎冰,碎肉,切菜,榨汁",1.75L容量,无级变速,,食品级PC材料,0-4999转/分钟,0
1207,sunpentown/尚朋堂,YS-209MX,,,,,4-5人,1000-1200W,,"碎冰,搅拌,碎肉",,无级变速,,食品级材料,30000-34999转/分钟,0
1208,格明,GM-K04,,,,,4-5人,1000-1200W,,"搅拌,碎肉,切菜,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级材料,25000-29999转/分钟,0
1209,kenwood/凯伍德,KMC510,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",4.6L容量,无级变速,,不锈钢,10000-14999转/分钟,0
1210,hauswirt/海氏,HM750,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",4.5L容量,无级变速,,不锈钢,10000-14999转/分钟,0
1211,kenwood/凯伍德,KMM710,,,,,5人以上,1000-1200W,,"打蛋,搅拌,和面,混合",6.7L容量,无级变速,,不锈钢,10000-14999转/分钟,0
1212,kenwood/凯伍德,KMM770,,,,,5人以上,1000-1200W,,"打蛋,搅拌,榨汁,和面",6.7L容量,无级变速,,金属,10000-14999转/分钟,0
1213,tokebi/多可必,H9000,,,,,2-3人,100-200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁",,无级变速,,食品级PC材料,15000-19999转/分钟,0
1214,bear/小熊,JBQ-D1355,,,,,1-3人,100-200W,,"搅拌,制奶昔,榨汁,混合",0.7L容量,无级变速,,食品级AS材料,15000-19999转/分钟,0
1215,kenwood/凯伍德,BLM800,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.6L容量,无级变速,,玻璃,15000-19999转/分钟,0
1216,kenwood/凯伍德,KMC015,,,,,4-5人,1200-1400W,,"打蛋,搅拌,和面,混合",4.6L容量,无级变速,,玻璃,10000-14999转/分钟,0
1217,bestday/贝尔斯顿,LLJ-205J,,,,,4-5人,1200-1400W,,"碎冰,搅拌,制奶昔,榨汁,混合",2L容量,无级变速,,食品级PC材料,45000-49999转/分钟,0
1218,hanyang/韩扬,HK-600,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级材料,30000-34999转/分钟,0
1219,乐满福,HB-2033A6,,,,,5人以上,800-1000W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,辅食,碎冰,榨汁,干磨",0.6L容量,无级变速,,,25000-29999转/分钟,0
1220,murenking/牧人王,H19,,,,,5人以上,600-800W,,"搅拌,制奶昔,碎肉,切菜,打蛋,绞肉,碎冰,榨汁",0.6L容量,无级变速,,,25000-29999转/分钟,0
1221,braun/博朗,MQ787,,,,,1-3人,600-800W,,"搅拌,制奶昔,和面,碎肉,切丝,切菜,打蛋,碎冰",0.6L容量,无级变速,,玻璃,10000-14999转/分钟,0
1222,kenwood/凯伍德,BLM600,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.6L容量,无级变速,,玻璃,15000-19999转/分钟,0
1223,kenwood/凯伍德,KM353,,,,,4-5人,600-800W,,"打蛋,搅拌,榨汁,和面",4.6L容量,无级变速,,玻璃,10000-14999转/分钟,0
1224,kenwood/凯伍德,BLM610,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.6L容量,无级变速,,玻璃,0-4999转/分钟,0
1225,kenwood/凯伍德,HDP404WH,,,,,1-3人,600-800W,,"打蛋,搅拌,切菜,碎肉,制奶昔",0.75L容量,无级变速,,塑料,15000-19999转/分钟,0
1226,caple/客浦,HB2928,,,,,1-3人,600-800W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋",1.5L容量,无级变速,,塑料,10000-14999转/分钟,0
1227,braun/博朗,MQ745,,,,,1-3人,600-800W,,"搅拌,制奶昔,碎肉,切菜,打蛋,碎冰",1.5L容量,无级变速,,塑料,10000-14999转/分钟,0
1228,braun/博朗,MQ700,,,,,1-3人,600-800W,,"打蛋,搅拌,制奶昔",,无级变速,,塑料,10000-14999转/分钟,0
1229,braun/博朗,MQ785,,,,,1-3人,600-800W,,"碎肉,搅拌,切菜,和面,制奶昔",1.5L容量,无级变速,,塑料,10000-14999转/分钟,0
1230,wmf/福腾宝,04.1635.9911,,,,,4-5人,600-800W,,"打蛋,搅拌",,无级变速,,塑料,10000-14999转/分钟,0
1231,kenwood/凯伍德,KM336,,,,,4-5人,600-800W,,"打蛋,搅拌,和面,混合",4.6L容量,无级变速,,塑料,10000-14999转/分钟,0
1232,福菱,FL1508,,,,,5人以上,600-800W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁",0.5L,无级变速,,塑料,15000-19999转/分钟,0
1233,skg,1246,,,,,4-5人,600-800W,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级PC材料,25000-29999转/分钟,0
1234,kenwood/凯伍德,KM357,,,,,4-5人,600-800W,,"打蛋,搅拌,和面,混合",4.6L容量,无级变速,,不锈钢,10000-14999转/分钟,0
1235,braun/博朗,MQ705,,,,,1-3人,600-800W,,搅拌,1.5L容量,无级变速,,食品级AS材料,10000-14999转/分钟,0
1236,joyhands/技航,JH-PB08D,,,,,,2000-2200W,,碎肉,1.75L容量,,,,,0
1237,优阳,JHB-118,,,,,5人以上,600-800W,,"搅拌,制奶昔,和面,碎肉,切丝,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",0.8L容量,无级变速,,食品级ABS材料,15000-19999转/分钟,0
1238,kenwood/凯伍德,KM355,,,,,4-5人,600-800W,,"打蛋,搅拌,和面,混合",4.6L容量,无级变速,,陶瓷,10000-14999转/分钟,0
1239,philips/飞利浦,HR1672,,,,,2-3人,600-800W,,"打蛋,搅拌,肉丝",,无级变速,,SAN,,0
1240,欧凯莱,A6,,圆形,塑料,,1-4人,600-800W,,"搅拌,碎肉,制奶昔,碎冰,榨汁,干磨",1.8L容量,无级变速,,食品级PC材料,25000-29999转/分钟,0
1241,vvmax/维仕美,PRO-EQS,,,,,4-5人,2000-2200W,,"碎冰,搅拌,榨汁,干磨",2L容量,无级变速,,Tritan材料,45000-49999转/分钟,0
1242,万将,WJ-Q8,,,,,4-5人,2000-2200W,,"搅拌,切丝/切片,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,Tritan材料,45000-49999转/分钟,0
1243,小k斯,YY-860,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,Tritan材料,45000-49999转/分钟,0
1244,donlim/东菱,DL-PL300,,,,,4-5人,2000-2200W,,"搅拌,和面,碎肉,制奶昔,冰淇淋,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,玻璃,45000-49999转/分钟,0
1245,皇太太,HT-898,,圆形,不含BPA材质,,5人以上,2000-2200W,,"搅拌,碎肉,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,塑料,45000-49999转/分钟,0
1246,hongdi/红帝,H6,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,打蛋,绞肉,辅食,豆浆,沙冰,榨汁,干磨",2L容量,无级变速,,食品级PC材料,45000-49999转/分钟,0
1247,海盘,CS-6600A,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,碎冰,榨汁,干磨",2.5L容量,无级变速,,食品级PC材料,35000-39999转/分钟,0
1248,fronton/弗朗顿,HS-7235,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级PC材料,40000-44999转/分钟,0
1249,aux/奥克斯,HX-A910,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨,浓汤",2L容量,无级变速,,食品级材料,45000-49999转/分钟,0
1250,正源,YM-L868C,,,,,5人以上,2000-2200W,,"搅拌,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,无级变速,,食品级材料,35000-39999转/分钟,0
1251,bestday/贝尔斯顿,LLJ-G600Z,,,,,4-5人,2000-2200W,,"碎肉,搅拌,制奶昔,混合,绞肉,榨汁,干磨",1.75L容量,无级变速,,玻璃,45000-49999转/分钟,0
1252,nintaus/金正,JZPB-165J01,,,,,4-5人,1600-1800W,,"搅拌,制奶昔,米糊,豆浆,碎冰,榨汁,干磨",2L容量,无级变速,,食品级材料,20000-24999转/分钟,0
1253,kenwood/凯伍德,KM020,,,,,5人以上,1400W-1600W,,"搅拌,打发,榨汁,和面",,无级变速,,不锈钢,,0
1254,hyundai/现代,HYZZ-3112,,,,,4-5人,1400W-1600W,,"碎冰,搅拌,榨汁,干磨,碎肉",,无级变速,,食品级PP材料,,0
1255,喜伯特,CRM8002,,,,,1-3人,400-600W,,"搅拌,制奶昔,混合",0.24L,无级变速,,不锈钢,,0
1256,kenwood/凯伍德,KMX50 SERIES,,,,,4-5人,400-600W,,"打蛋,搅拌,和面,混合",5l容量,无级变速,,不锈钢,,0
1257,ashton/阿诗顿,EF-410D,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2.4L容量,无级变速,,食品级材料,,0
1258,ashton/阿诗顿,SM-500,,,,,4-5人,1000-1200W,,"打蛋,搅拌,制奶昔,和面,混合",5l容量,无级变速,,不锈钢,,0
1259,kenwood/凯伍德,KVL40,,,,,5人以上,1000-1200W,,"打蛋,搅拌,和面",6.7L容量,无级变速,,不锈钢,,0
1260,ashton/阿诗顿,EF-410,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2.4L容量,无级变速,,食品级ABS材料,,0
1261,kenwood/凯伍德,KVL61,,,,,5人以上,1200-1400W,,"搅拌,和面,果酱,碎肉,切菜,打蛋,研磨,榨汁",6.7L容量,无级变速,,不锈钢,,0
1262,obeer/欧贝尔,DHB-572,,,,,1-3人,600-800W,,"搅拌,榨汁",,无级变速,,食品级材料,,0
1263,iris/爱丽思,HBL-650C,,,,,1-3人,600-800W,,"切菜,切丝/切片,制奶昔,打蛋,绞肉,榨汁",,无级变速,,食品级AS材料,,0
1264,philips/飞利浦,HR1643,,,,,1-3人,600-800W,,"打蛋,搅拌,榨汁,混合,碎肉",,无级变速,,SAN,,0
1265,philips/飞利浦,HR1677,,,,,,600-800W,,"打蛋,搅拌,切菜,碎肉",1.2L容量,无级变速,,SAN,,0
1266,fronton/弗朗顿,RBM-728,,,,,4-5人,1400W-1600W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨,破壁",2L容量,无级变速,,玻璃,50000-54999转/分钟,0
1267,kenwood/凯伍德,KMM760,,,,,5人以上,1000-1200W,,"打蛋,搅拌,和面,混合",,无级变速,,不锈钢,10000-14999转/分钟,0
1268,多乐欣,DL-BL12PP,,,,,5人以上,1400W-1600W,,"碎冰,搅拌,制奶昔,榨汁",2L容量,无级变速,,Tritan材料,25000-29999转/分钟,0
1269,闪亮,BL-015,,,,,1-3人,200-400W,,制奶昔,1L容量,无级变速,,食品级PP材料,10000-14999转/分钟,0
1270,topchef/顶厨,TOP-1086,,,,,4-5人,1400W-1600W,,"搅拌,和面,碎肉,打蛋,绞肉,碎冰,榨汁,干磨",5l容量,7档,,不锈钢,10000-14999转/分钟,0
1271,bosch/博世,MUMX25TLCN,,,,,5人以上,1400W-1600W,,"打蛋,搅拌,和面,混合",5.4L容量,7档,,不锈钢,0-4999转/分钟,0
1272,bosch/博世,MUMX50GXCN,,,,,5人以上,1400W-1600W,,"打蛋,搅拌,和面,混合",5.4L容量,7档,,不锈钢,0-4999转/分钟,0
1273,凌力,8500A,,,,,5人以上,400-600W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,榨汁",0.7L容量,7档,,,20000-24999转/分钟,0
1274,hanil,HMF-GP780BL,,,,,5人以上,400-600W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",3L容量,7档,,,10000-14999转/分钟,0
1275,donlim/东菱,HB-6010,,,,,4-5人,400-600W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.25L容量,7档,,食品级AS材料,10000-14999转/分钟,0
1276,topchef/顶厨,SM-981X,,,,,4-5人,400-600W,,"打蛋,打鲜奶,打奶油",4.2L容量,7档,,不锈钢,10000-14999转/分钟,0
1277,topchef/顶厨,SM-982B,,,,,5人以上,400-600W,,"搅拌,和面,制奶昔,混合,打蛋,碎冰,榨汁,干磨",4.5L容量,7档,,不锈钢,10000-14999转/分钟,0
1278,rnice/雅乐思,PB-M1-1601,,,,,4-5人,1000-1200W,,"搅拌,碎肉,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,,30000-34999转/分钟,0
1279,hanwei/韩伟,M750,,,,,2-5人,1000-1200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨,浓汤",1.75L容量,7档,,玻璃,35000-39999转/分钟,0
1280,rnice/雅乐思,PB-M1-1602,,,,,4-5人,1000-1200W,,"搅拌,切菜,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1281,kenwood/凯伍德,KHH302WH,,,,,1-3人,1000-1200W,,"搅拌,和面,碎肉,混合,打蛋,绞肉",4.3L容量,7档,,不锈钢,15000-19999转/分钟,0
1282,couss/卡士,CM-1200,,,,,4-5人,1000-1200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,榨汁",4.6L容量,7档,,不锈钢,10000-14999转/分钟,0
1283,bosch/博世,MUMVC20QCN,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1284,bosch/博世,MUMVC20RCN,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1285,bosch/博世,MUMVC00VCN,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1286,bosch/博世,MUMVH48BCN,,,,,4-5人,1000-1200W,,"打蛋,搅拌,和面,混合",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1287,bosch/博世,MUMVC204CN,,,,,4-5人,1000-1200W,,"搅拌,制奶昔,和面,切菜,打蛋,研磨,沙冰,浓汤",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1288,迪邦,DB1006,,,,,5人以上,1000-1200W,,"打蛋,搅拌,制奶昔,和面,混合",5.5L容量,7档,,不锈钢,10000-14999转/分钟,0
1289,快易好,KYH-777,,,,,5人以上,1400-1600W,,"搅拌,制奶昔,和面,碎肉,切丝,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,食品级PC材料,25000-29999转/分钟,0
1290,xm/芯美,JB-780AWN,,,,,5人以上,100-200W,,"搅拌,碎肉,制奶昔,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,塑料,45000-49999转/分钟,0
1291,supor/苏泊尔,JP06D-1300,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1292,lienruib/力恩瑞博,LN-0801,,,,,4-5人,1200-1400W,,"搅拌,制奶昔,混合,绞肉,碎冰,干磨",1.75L容量,7档,,玻璃,25000-29999转/分钟,0
1293,orowa/欧诺华,VK-8003,,,,,5人以上,1200-1400W,,"搅拌,煲汤,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,35000-39999转/分钟,0
1294,westinghouse/西屋,WFB-LS0301,,,,,4-5人,1200-1400W,,"搅拌,碎肉,制奶昔,绞肉,榨汁,干磨",1.7L容量,7档,,不锈钢,40000-44999转/分钟,0
1295,orowa/欧诺华,VK-8008,,,,,5人以上,1200-1400W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.7L容量,7档,,不锈钢,40000-44999转/分钟,0
1296,l'equip/莱希芙,RPM PREMIUM,,,,,4-5人,800-1000W,,"搅拌,果酱,碎肉,制奶昔,营养浓汤,打蛋,豆浆,沙冰,榨汁,干磨,浓汤",1.72L容量,7档,,Tritan材料,30000-34999转/分钟,0
1297,l'equip/莱希芙,LB-32HP,,,,,5人以上,800-1000W,,"搅拌,碎肉,制奶昔,混合,碎冰,榨汁,干磨",1.72L容量,7档,,Tritan材料,30000-34999转/分钟,0
1298,donlim/东菱,HB-6020,,,,,1-3人,600-800W,,"搅拌,制奶昔,打蛋,绞肉,碎冰,榨汁",1.25L容量,7档,,塑料,35000-39999转/分钟,0
1299,inayou/艾纳优,A-531,,,,,1-3人,2000-2200W,,"搅拌,碎肉,制奶昔,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,35000-39999转/分钟,0
1300,皇代,PB60,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,7档,,,45000-49999转/分钟,0
1301,hanmeidun/汉美顿,TNC-1036,,,,,4-5人,2000-2200W,,"搅拌,切丝/切片,碎肉,混合,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,45000-49999转/分钟,0
1302,爱利达,HK-1038,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,米糊,绞肉,碎冰,榨汁,干磨,浓汤",2.5L容量,7档,,Tritan材料,45000-49999转/分钟,0
1303,皇代,PB70,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,45000-49999转/分钟,0
1304,oumaisi/欧麦斯,8086,,,,,4-5人,2000-2200W,,"绞肉,搅拌,榨汁,混合",,7档,,Tritan材料,45000-49999转/分钟,0
1305,delrex/德瑞仕,XF-50,,,,,5人以上,2000-2200W,,"碎冰,搅拌,榨汁,干磨,制奶昔",,7档,,Tritan材料,45000-49999转/分钟,0
1306,weking/威王,VK-7001,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,45000-49999转/分钟,0
1307,万将,WJ-A6,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,45000-49999转/分钟,0
1308,haier/海尔,EHW-Z305H,,,,,3-5人,2000-2200W,,"制奶昔,打蛋,果汁,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1309,皇代,PBJ111,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,7档,,玻璃,45000-49999转/分钟,0
1310,喜乐多,XLD-PB18,,,,,4-5人,2000-2200W,,"搅拌,碎肉,混合,绞肉,碎冰,榨汁,干磨",2L容量,7档,,玻璃,45000-49999转/分钟,0
1311,hanmeidun/汉美顿,TNC-1037,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1312,万将,WJ-998B,,,,,4-5人,2000-2200W,,"搅拌,碎肉,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1313,闪亮,TM-9012,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,打蛋,绞肉,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,25000-29999转/分钟,0
1314,小厨师,PB-M002,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,绞肉,豆浆,碎冰,榨汁,干磨",1.75L容量,7档,,玻璃,25000-29999转/分钟,0
1315,皇代,PBJ101,,,,,5人以上,2000-2200W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",2L容量,7档,,玻璃,45000-49999转/分钟,0
1316,xm/芯美,JB-1525BWN,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,鱼汤,豆浆,沙冰,榨汁,干磨",1.75L容量,7档,,玻璃,45000-49999转/分钟,0
1317,greenkids/绿娃,TL-780,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,切菜,混合,碎冰,榨汁,干磨",2L容量,7档,,玻璃,45000-49999转/分钟,0
1318,toplife/好生活,TL-789BC,,,,,5人以上,2000-2200W,,"碎冰,碎肉,榨汁,干磨,搅拌",2L容量,7档,,玻璃,45000-49999转/分钟,0
1319,kex,1036,,,,,5人以上,2000-2200W,,"绞肉,搅拌,碎肉,制奶昔,混合,碎冰,打豆浆,榨汁,干磨",1.75L容量,7档,,玻璃,30000-34999转/分钟,0
1320,chulux/厨莱克斯,CL-BL138G,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,玻璃,0-4999转/分钟,0
1321,闪亮,IH9500S,,,,,4-5人,2000-2200W,,"搅拌,碎肉,制奶昔,混合,碎冰,榨汁,干磨",2L容量,7档,,塑料,30000-34999转/分钟,0
1322,hanwei/韩伟,01,,,,,5人以上,2000-2200W,,"搅拌,制奶昔,和面,碎肉,切丝,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,塑料,45000-49999转/分钟,0
1323,ashton/阿诗顿,ASD-D2813,,,,,4-5人,2000-2200W,,"搅拌,制奶昔,切丝/切片,碎肉,切菜,混合,打蛋,绞肉,碎冰,榨汁,干磨,破壁",2.5L容量,7档,,食品级材料,45000-49999转/分钟,0
1324,l-sun /小太阳,CS-9500D,,,,,4-5人,2000-2200W,,"搅拌,碎肉,豆浆,制奶昔,浓汤,绞肉,碎冰,榨汁,干磨",2.5L容量,7档,,食品级材料,35000-39999转/分钟,0
1325,lienruib/力恩瑞博,LN-0807,,,,,5人以上,2000-2200W,,"搅拌,和面,碎肉,制奶昔,混合,打蛋,绞肉,碎冰,切丝/切片,榨汁,干磨",1.75L容量,7档,,食品级材料,25000-29999转/分钟,0
1326,正源,YM-L858,,,,,2-7人,2000-2200W,,"搅拌,碎肉,制奶昔,鱼骨汤,米糊,打蛋,绞肉,碎冰,榨汁,干磨",2L容量,7档,,Tritan材料,30000-34999转/分钟,0
1327,msx/美善美心,KMT-200C,,,,,5人以上,1600-1800W,,"碎冰,碎肉,榨汁,切菜,干磨",2L容量,7档,,食品级ABS材料,25000-29999转/分钟,0
1328,obeer/欧贝尔,DHB621,,,,,5人以上,,,"碎冰,碎肉,切菜,干磨,榨汁",,7档,,,,0
1329,bosch/博世,MUMVS00RCN,,,,,3-5人,800-1000W,,"打蛋,搅拌,和面",3.9L容量,7档,,不锈钢,0-4999转/分钟,0
1330,lienruib/力恩瑞博,EB102,,,,,1-3人,2800-3000W,,"搅拌,制奶昔,榨汁,混合",0.6L容量,无速度选择,,Tritan材料,20000-24999转/分钟,0
1331,gaobo/高博,SM-524A,,,,,4-5人,1800-2000W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,无速度选择,,玻璃,45000-49999转/分钟,0
1332,oster/奥士达,BLSTMAZ03B-073,,,,,4-5人,1400W-1600W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,无速度选择,,玻璃,25000-29999转/分钟,0
1333,fronton/弗朗顿,06,,,,,4-5人,1800-2000W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁,干磨",1.75L容量,无速度选择,,玻璃,50000-54999转/分钟,0
1334,sansui/山水,K06,,,,,5人以上,1800-2000W,,"搅拌,碎肉,制奶昔,混合,绞肉,碎冰,榨汁",1.75L容量,无速度选择,,玻璃,45000-49999转/分钟,0
1335,扬子,YZ-B201,,,,,5人以上,1800-2000W,,"搅拌,碎肉,制奶昔,绞肉,碎冰,榨汁,干磨",1.75L容量,无速度选择,,塑料,35000-39999转/分钟,0
